#Dimension, ff,       nf common nf vert  nf edge
  16384,     367.612,  72.462,   63.717,  32.705
  32768,     721.806, 138.161,  132.433,  70.949
  65536,    1056.583, 273.268,  255.715, 137.341
 131072,    2110.852, 528.493,  508.279, 261.457
