#Dimension, Tesla K20Xm, GeForce GTX 680 GeForce GTX 760 (in ms)
  16384,     367.612488,  430.675903,    469.848
  32768,     721.806702,  840.885010,    935.754
  65536,    1056.583252, 1182.343628,   1226.704
 131072,    2110.852783, 2387.168457
